elapsed_s,esp_ms,state,clutch_mode,angle_deg,motor3_pwm,error,motor2_count,target_count,position_error,motor2_pwm,target_step
243.085,7548469,1,1,98.1,0,0,3684,3079,-605,0,4
243.185,7548569,1,1,98.1,0,0,3684,3079,-605,0,4
243.286,7548669,1,1,98.1,0,0,3684,3079,-605,0,4
243.385,7548769,1,1,98.1,0,0,3684,3079,-605,0,4
243.498,7548881,1,1,98.1,0,0,3684,3079,-605,0,4
243.586,7548969,1,1,98.1,0,0,3684,3079,-605,0,4
243.685,7549069,1,1,98.1,0,0,3684,3079,-605,0,4
243.786,7549169,1,1,98.1,0,0,3684,3079,-605,0,4
243.886,7549269,1,1,98.1,0,0,3684,3079,-605,0,4
243.986,7549369,1,1,98.1,0,0,3684,3079,-605,0,4
244.085,7549469,1,1,98.1,0,0,3684,3079,-605,0,4
244.186,7549569,1,1,98.1,0,0,3684,3079,-605,0,4
244.286,7549669,1,1,98.1,0,0,3684,3079,-605,0,4
244.385,7549769,1,1,98.1,0,0,3684,3079,-605,0,4
244.485,7549869,1,1,98.1,0,0,3684,3079,-605,0,4
244.585,7549969,1,1,98.1,0,0,3684,3079,-605,0,4
244.686,7550069,1,1,98.1,0,0,3684,3079,-605,0,4
244.786,7550169,1,1,98.1,0,0,3684,3079,-605,0,4
244.885,7550269,1,1,98.1,0,0,3684,3079,-605,0,4
244.986,7550369,1,1,98.1,0,0,3684,3079,-605,0,4
245.086,7550469,1,1,98.1,0,0,3684,3079,-605,0,4
245.186,7550569,1,1,98.1,0,0,3684,3079,-605,0,4
245.285,7550669,1,1,98.1,0,0,3684,3079,-605,0,4
245.385,7550769,1,1,98.1,0,0,3684,3079,-605,0,4
245.498,7550881,1,1,98.1,0,0,3684,3079,-605,0,4
245.585,7550969,1,1,98.1,0,0,3684,3079,-605,0,4
245.686,7551069,1,1,98.1,0,0,3684,3079,-605,0,4
245.786,7551169,1,1,98.1,0,0,3684,3079,-605,0,4
245.885,7551269,1,1,98.1,0,0,3684,3079,-605,0,4
245.985,7551369,1,1,98.1,0,0,3684,3079,-605,0,4
246.086,7551469,1,1,98.1,0,0,3684,3079,-605,0,4
246.185,7551569,1,1,98.1,0,0,3684,3079,-605,0,4
246.288,7551669,1,1,98.1,0,0,3684,3079,-605,0,4
246.385,7551769,1,1,98.1,0,0,3684,3079,-605,0,4
246.485,7551869,1,1,98.1,0,0,3684,3079,-605,0,4
246.585,7551969,1,1,98.1,0,0,3684,3079,-605,0,4
246.685,7552069,1,1,98.1,0,0,3684,3079,-605,0,4
246.786,7552169,1,1,98.1,0,0,3684,3079,-605,0,4
246.886,7552269,1,1,98.1,0,0,3684,3079,-605,0,4
246.988,7552369,1,1,98.1,0,0,3684,3079,-605,0,4
247.085,7552469,1,1,98.1,0,0,3684,3079,-605,0,4
247.185,7552569,1,1,98.1,0,0,3684,3079,-605,0,4
247.285,7552669,1,1,98.1,0,0,3684,3079,-605,0,4
247.386,7552769,1,1,98.1,0,0,3684,3079,-605,0,4
247.498,7552881,1,1,98.1,0,0,3684,3079,-605,0,4
247.585,7552969,1,1,98.1,0,0,3684,3079,-605,0,4
247.686,7553069,1,1,98.1,0,0,3684,3079,-605,0,4
247.785,7553169,1,1,98.1,0,0,3684,3079,-605,0,4
247.885,7553269,1,1,98.1,0,0,3684,3079,-605,0,4
247.985,7553369,1,1,98.1,0,0,3684,3079,-605,0,4
248.085,7553469,1,1,98.1,0,0,3684,3079,-605,0,4
248.186,7553569,1,1,98.1,0,0,3684,3079,-605,0,4
248.285,7553669,1,1,98.1,0,0,3684,3079,-605,0,4
248.386,7553769,1,1,98.1,0,0,3684,3079,-605,0,4
248.485,7553869,1,1,98.1,0,0,3684,3079,-605,0,4
248.585,7553969,1,1,98.1,0,0,3684,3079,-605,0,4
248.685,7554069,1,1,98.1,0,0,3684,3079,-605,0,4
248.786,7554169,1,1,98.1,0,0,3684,3079,-605,0,4
248.885,7554269,1,1,98.1,0,0,3684,3079,-605,0,4
248.986,7554369,1,1,98.1,0,0,3684,3079,-605,0,4
249.086,7554469,1,1,98.1,0,0,3684,3079,-605,0,4
249.191,7554569,1,1,98.1,0,0,3684,3079,-605,0,4
249.285,7554669,1,1,98.1,0,0,3684,3079,-605,0,4
249.385,7554769,1,1,98.1,0,0,3684,3079,-605,0,4
249.497,7554881,1,1,98.1,0,0,3684,3079,-605,0,4
249.587,7554969,1,1,98.1,0,0,3684,3079,-605,0,4
249.685,7555069,1,1,98.1,0,0,3684,3079,-605,0,4
249.785,7555169,1,1,98.1,0,0,3684,3079,-605,0,4
249.886,7555269,1,1,98.1,0,0,3684,3079,-605,0,4
249.987,7555369,1,1,98.1,0,0,3684,3079,-605,0,4
250.085,7555469,1,1,98.1,0,0,3684,3079,-605,0,4
250.185,7555569,1,1,98.1,0,0,3684,3079,-605,0,4
250.285,7555669,1,1,98.1,0,0,3684,3079,-605,0,4
250.385,7555769,1,1,98.1,0,0,3684,3079,-605,0,4
250.485,7555869,1,1,98.1,0,0,3684,3079,-605,0,4
250.585,7555969,1,1,98.1,0,0,3684,3079,-605,0,4
250.685,7556069,1,1,98.1,0,0,3684,3079,-605,0,4
250.785,7556169,1,1,98.1,0,0,3684,3079,-605,0,4
250.885,7556269,1,1,98.1,0,0,3684,3079,-605,0,4
250.985,7556369,1,1,98.1,0,0,3684,3079,-605,0,4
251.085,7556469,1,1,98.1,0,0,3684,3079,-605,0,4
251.185,7556569,1,1,98.1,0,0,3684,3079,-605,0,4
251.286,7556669,1,1,98.1,0,0,3684,3079,-605,0,4
251.386,7556769,1,1,98.1,0,0,3684,3079,-605,0,4
251.497,7556881,1,1,98.1,0,0,3684,3079,-605,0,4
251.585,7556969,1,1,98.1,0,0,3684,3079,-605,0,4
251.685,7557069,1,1,98.1,0,0,3684,3079,-605,0,4
251.785,7557169,1,1,98.1,0,0,3684,3079,-605,0,4
251.885,7557269,1,1,98.1,0,0,3684,3079,-605,0,4
251.986,7557369,1,1,98.1,0,0,3684,3079,-605,0,4
252.085,7557469,1,1,98.1,0,0,3684,3079,-605,0,4
252.185,7557569,1,1,98.1,0,0,3684,3079,-605,0,4
252.285,7557669,1,1,98.1,0,0,3684,3079,-605,0,4
252.385,7557769,1,1,98.1,0,0,3684,3079,-605,0,4
252.485,7557869,1,1,98.1,0,0,3684,3079,-605,0,4
252.585,7557969,1,1,98.1,0,0,3684,3079,-605,0,4
252.685,7558069,1,1,98.1,0,0,3684,3079,-605,0,4
252.786,7558169,1,1,98.1,0,0,3684,3079,-605,0,4
252.885,7558269,1,1,98.1,0,0,3684,3079,-605,0,4
252.985,7558369,1,1,98.1,0,0,3684,3079,-605,0,4
253.085,7558469,1,1,98.1,0,0,3684,3079,-605,0,4
253.191,7558569,1,1,98.1,0,0,3684,3079,-605,0,4
253.285,7558669,1,1,98.1,0,0,3684,3079,-605,0,4
253.385,7558769,1,1,98.1,0,0,3684,3079,-605,0,4
253.497,7558881,1,1,98.1,0,0,3684,3079,-605,0,4
253.585,7558969,1,1,98.1,0,0,3684,3079,-605,0,4
253.685,7559069,1,1,98.1,0,0,3684,3079,-605,0,4
253.785,7559169,1,1,98.1,0,0,3684,3079,-605,0,4
253.885,7559269,1,1,98.1,0,0,3684,3079,-605,0,4
253.985,7559369,1,1,98.1,0,0,3684,3079,-605,0,4
254.085,7559469,1,1,98.1,0,0,3684,3079,-605,0,4
254.185,7559569,1,1,98.1,0,0,3684,3079,-605,0,4
254.285,7559669,1,1,98.1,0,0,3684,3079,-605,0,4
254.385,7559769,1,1,98.1,0,0,3684,3079,-605,0,4
254.485,7559869,1,1,98.1,0,0,3684,3079,-605,0,4
254.585,7559969,1,1,98.1,0,0,3684,3079,-605,0,4
254.685,7560069,1,1,98.1,0,0,3684,3079,-605,0,4
254.786,7560169,1,1,98.1,0,0,3684,3079,-605,0,4
254.884,7560269,1,1,98.1,0,0,3684,3079,-605,0,4
254.984,7560369,1,1,98.1,0,0,3684,3079,-605,0,4
255.085,7560469,1,1,98.1,0,0,3684,3079,-605,0,4
255.185,7560569,1,1,98.1,0,0,3684,3079,-605,0,4
255.285,7560669,1,1,98.1,0,0,3684,3079,-605,0,4
255.385,7560769,1,1,98.1,0,0,3684,3079,-605,0,4
255.497,7560881,1,1,98.1,0,0,3684,3079,-605,0,4
255.584,7560969,1,1,98.1,0,0,3684,3079,-605,0,4
255.685,7561069,1,1,98.1,0,0,3684,3079,-605,0,4
255.784,7561169,1,1,98.1,0,0,3684,3079,-605,0,4
255.884,7561269,1,1,98.1,0,0,3684,3079,-605,0,4
255.984,7561369,1,1,98.1,0,0,3684,3079,-605,0,4
256.084,7561469,1,1,98.1,0,0,3684,3079,-605,0,4
256.184,7561569,1,1,98.1,0,0,3684,3079,-605,0,4
256.285,7561669,1,1,98.1,0,0,3684,3079,-605,0,4
256.384,7561769,1,1,98.1,0,0,3684,3079,-605,0,4
256.484,7561869,1,1,98.1,0,0,3684,3079,-605,0,4
256.585,7561969,1,1,98.1,0,0,3684,3079,-605,0,4
256.684,7562069,1,1,98.1,0,0,3684,3079,-605,0,4
256.785,7562169,1,1,98.1,0,0,3684,3079,-605,0,4
256.884,7562269,1,1,98.1,0,0,3684,3079,-605,0,4
256.985,7562369,1,1,98.1,0,0,3684,3079,-605,0,4
257.084,7562469,1,1,98.1,0,0,3684,3079,-605,0,4
257.185,7562569,1,1,98.1,0,0,3684,3079,-605,0,4
257.284,7562669,1,1,98.1,0,0,3684,3079,-605,0,4
257.384,7562769,1,1,98.1,0,0,3684,3079,-605,0,4
257.497,7562881,1,1,98.1,0,0,3684,3079,-605,0,4
257.584,7562969,1,1,98.1,0,0,3684,3079,-605,0,4
257.684,7563069,1,1,98.1,0,0,3684,3079,-605,0,4
257.784,7563169,1,1,98.1,0,0,3684,3079,-605,0,4
257.885,7563269,1,1,98.1,0,0,3684,3079,-605,0,4
257.985,7563369,1,1,98.1,0,0,3684,3079,-605,0,4
258.086,7563469,1,1,98.1,0,0,3684,3079,-605,0,4
258.186,7563569,1,1,98.1,0,0,3684,3079,-605,0,4
258.285,7563669,1,1,98.1,0,0,3684,3079,-605,0,4
258.384,7563769,1,1,98.1,0,0,3684,3079,-605,0,4
258.484,7563869,1,1,98.1,0,0,3684,3079,-605,0,4
258.584,7563969,1,1,98.1,0,0,3684,3079,-605,0,4
258.684,7564069,1,1,98.1,0,0,3684,3079,-605,0,4
258.784,7564169,1,1,98.1,0,0,3684,3079,-605,0,4
258.884,7564269,1,1,98.1,0,0,3684,3079,-605,0,4
258.984,7564369,1,1,98.1,0,0,3684,3079,-605,0,4
259.084,7564469,1,1,98.1,0,0,3684,3079,-605,0,4
259.184,7564569,1,1,98.1,0,0,3684,3079,-605,0,4
259.384,7564769,1,1,98.1,0,0,3684,3079,-605,0,4
259.497,7564881,1,1,98.1,0,0,3684,3079,-605,0,4
259.584,7564969,1,1,98.1,0,0,3684,3079,-605,0,4
259.684,7565069,1,1,98.1,0,0,3684,3079,-605,0,4
259.784,7565169,1,1,98.1,0,0,3684,3079,-605,0,4
259.885,7565269,1,1,98.1,0,0,3684,3079,-605,0,4
259.985,7565369,1,1,98.1,0,0,3684,3079,-605,0,4
260.084,7565469,1,1,98.1,0,0,3684,3079,-605,0,4
260.185,7565569,1,1,98.1,0,0,3684,3079,-605,0,4
260.284,7565669,1,1,98.1,0,0,3683,3079,-604,0,4
260.384,7565769,1,1,98.0,0,0,3683,3079,-604,0,4
260.484,7565869,1,1,98.0,0,0,3683,3079,-604,0,4
260.584,7565969,1,1,98.0,0,0,3683,3079,-604,0,4
260.684,7566069,1,1,98.0,0,0,3683,3079,-604,0,4
260.785,7566169,1,1,98.0,0,0,3683,3079,-604,0,4
260.884,7566269,1,1,98.0,0,0,3683,3079,-604,0,4
260.984,7566369,1,1,98.0,0,0,3683,3079,-604,0,4
261.084,7566469,1,1,98.0,0,0,3683,3079,-604,0,4
261.185,7566569,1,1,98.0,0,0,3683,3079,-604,0,4
261.285,7566669,1,1,98.0,0,0,3683,3079,-604,0,4
261.384,7566769,1,1,98.0,0,0,3683,3079,-604,0,4
261.497,7566881,1,1,98.0,0,0,3683,3079,-604,0,4
261.585,7566969,1,1,98.0,0,0,3683,3079,-604,0,4
261.686,7567069,1,1,98.0,0,0,3683,3079,-604,0,4
261.784,7567169,1,1,98.0,0,0,3683,3079,-604,0,4
261.884,7567269,1,1,98.0,0,0,3683,3079,-604,0,4
261.985,7567369,1,1,98.0,0,0,3683,3079,-604,0,4
262.085,7567469,1,1,98.0,0,0,3683,3079,-604,0,4
262.185,7567569,1,1,98.0,0,0,3683,3079,-604,0,4
262.285,7567669,1,1,98.0,0,0,3683,3079,-604,0,4
262.384,7567769,1,1,98.0,0,0,3683,3079,-604,0,4
262.485,7567869,1,1,98.0,0,0,3683,3079,-604,0,4
262.585,7567969,1,1,98.0,0,0,3683,3079,-604,0,4
262.685,7568069,1,1,98.0,0,0,3683,3079,-604,0,4
262.785,7568169,1,1,98.0,0,0,3683,3079,-604,0,4
262.884,7568269,1,1,98.0,0,0,3683,3079,-604,0,4
262.984,7568369,1,1,98.0,0,0,3683,3079,-604,0,4
263.085,7568469,1,1,98.0,0,0,3683,3079,-604,0,4
263.184,7568569,1,1,98.0,0,0,3683,3079,-604,0,4
263.284,7568669,1,1,98.0,0,0,3683,3079,-604,0,4
263.384,7568769,1,1,98.0,0,0,3683,3079,-604,0,4
263.497,7568881,1,1,98.0,0,0,3683,3079,-604,0,4
263.585,7568969,1,1,98.0,0,0,3683,3079,-604,0,4
263.685,7569069,1,1,98.0,0,0,3683,3079,-604,0,4
263.784,7569169,1,1,98.0,0,0,3683,3079,-604,0,4
263.884,7569269,1,1,98.0,0,0,3683,3079,-604,0,4
263.986,7569369,1,1,98.0,0,0,3683,3079,-604,0,4
264.085,7569469,1,1,98.0,0,0,3683,3079,-604,0,4
264.186,7569569,1,1,98.0,0,0,3683,3079,-604,0,4
264.284,7569669,1,1,98.0,0,0,3683,3079,-604,0,4
264.385,7569769,1,1,98.0,0,0,3683,3079,-604,0,4
264.484,7569869,1,1,98.0,0,0,3683,3079,-604,0,4
264.585,7569969,1,1,98.0,0,0,3683,3079,-604,0,4
264.685,7570069,1,1,98.0,0,0,3683,3079,-604,0,4
264.785,7570169,1,1,98.0,0,0,3683,3079,-604,0,4
264.894,7570269,1,1,98.0,0,0,3683,3079,-604,0,4
264.984,7570369,1,1,98.0,0,0,3683,3079,-604,0,4
265.084,7570469,1,1,98.0,0,0,3683,3079,-604,0,4
265.184,7570569,1,1,98.0,0,0,3683,3079,-604,0,4
265.284,7570669,1,1,98.0,0,0,3683,3079,-604,0,4
265.384,7570769,1,1,98.0,0,0,3683,3079,-604,0,4
265.496,7570881,1,1,98.0,0,0,3683,3079,-604,0,4
265.584,7570969,1,1,98.0,0,0,3683,3079,-604,0,4
265.684,7571069,1,1,98.0,0,0,3683,3079,-604,0,4
265.784,7571169,1,1,98.0,0,0,3683,3079,-604,0,4
265.884,7571269,1,1,98.0,0,0,3683,3079,-604,0,4
265.984,7571369,1,1,98.0,0,0,3683,3079,-604,0,4
266.084,7571469,1,1,98.0,0,0,3683,3079,-604,0,4
266.184,7571569,1,1,98.0,0,0,3683,3079,-604,0,4
266.284,7571669,1,1,98.0,0,0,3683,3079,-604,0,4
266.384,7571769,1,1,98.0,0,0,3683,3079,-604,0,4
266.484,7571869,1,1,98.0,0,0,3683,3079,-604,0,4
266.584,7571969,1,1,98.0,0,0,3683,3079,-604,0,4
266.684,7572069,1,1,98.0,0,0,3683,3079,-604,0,4
266.784,7572169,1,1,98.0,0,0,3683,3079,-604,0,4
266.884,7572269,1,1,98.0,0,0,3683,3079,-604,0,4
266.984,7572369,1,1,98.0,0,0,3683,3079,-604,0,4
267.085,7572469,1,1,98.0,0,0,3683,3079,-604,0,4
267.184,7572569,1,1,98.0,0,0,3683,3079,-604,0,4
267.284,7572669,1,1,98.0,0,0,3683,3079,-604,0,4
267.384,7572769,1,1,98.0,0,0,3683,3079,-604,0,4
267.496,7572881,1,1,98.0,0,0,3683,3079,-604,0,4
267.584,7572969,1,1,98.0,0,0,3683,3079,-604,0,4
267.684,7573069,1,1,98.0,0,0,3683,3079,-604,0,4
267.784,7573169,1,1,98.0,0,0,3683,3079,-604,0,4
267.884,7573269,1,1,98.0,0,0,3683,3079,-604,0,4
267.984,7573369,1,1,98.0,0,0,3683,3079,-604,0,4
268.084,7573469,1,1,98.0,0,0,3683,3079,-604,0,4
268.184,7573569,1,1,98.0,0,0,3683,3079,-604,0,4
268.284,7573669,1,1,98.0,0,0,3683,3079,-604,0,4
268.384,7573769,1,1,98.0,0,0,3683,3079,-604,0,4
268.484,7573869,1,1,98.0,0,0,3683,3079,-604,0,4
268.584,7573969,1,1,98.0,0,0,3683,3079,-604,0,4
268.684,7574069,1,1,98.0,0,0,3683,3079,-604,0,4
268.784,7574169,1,1,98.0,0,0,3683,3079,-604,0,4
268.884,7574269,1,1,98.0,0,0,3683,3079,-604,0,4
268.984,7574369,1,1,98.0,0,0,3683,3079,-604,0,4
269.084,7574469,1,1,98.0,0,0,3683,3079,-604,0,4
269.184,7574569,1,1,98.0,0,0,3683,3079,-604,0,4
269.285,7574669,1,1,98.0,0,0,3683,3079,-604,0,4
269.384,7574769,1,1,98.0,0,0,3683,3079,-604,0,4
269.496,7574881,1,1,98.0,0,0,3683,3079,-604,0,4
269.584,7574969,1,1,98.0,0,0,3683,3079,-604,0,4
269.684,7575069,1,1,98.0,0,0,3683,3079,-604,0,4
269.785,7575169,1,1,98.0,0,0,3683,3079,-604,0,4
269.884,7575269,1,1,98.0,0,0,3683,3079,-604,0,4
269.984,7575369,1,1,97.9,0,0,3677,3079,-598,0,4
270.092,7575469,1,1,97.4,0,0,3661,3079,-582,0,4
270.189,7575569,1,1,96.9,0,0,3644,3079,-565,0,4
270.284,7575669,1,1,96.4,0,0,3627,3079,-548,0,4
270.384,7575769,1,1,96.1,0,0,3619,3079,-540,0,4
270.484,7575869,1,1,96.1,0,0,3618,3079,-539,0,4
270.584,7575969,1,1,96.1,0,0,3618,3079,-539,0,4
270.685,7576069,1,1,96.1,0,0,3618,3079,-539,0,4
270.784,7576169,1,1,96.1,0,0,3618,3079,-539,0,4
270.884,7576269,1,1,96.1,0,0,3618,3079,-539,0,4
270.984,7576369,1,1,96.1,0,0,3618,3079,-539,0,4
271.084,7576469,1,1,96.1,0,0,3618,3079,-539,0,4
271.184,7576569,1,1,96.1,0,0,3618,3079,-539,0,4
271.284,7576669,1,1,96.1,0,0,3618,3079,-539,0,4
271.384,7576769,1,1,96.1,0,0,3618,3079,-539,0,4
271.496,7576881,1,1,96.1,0,0,3618,3079,-539,0,4
271.584,7576969,1,1,96.1,0,0,3618,3079,-539,0,4
271.684,7577069,1,1,96.1,0,0,3618,3079,-539,0,4
271.784,7577169,1,1,96.1,0,0,3618,3079,-539,0,4
271.884,7577269,1,1,96.1,0,0,3618,3079,-539,0,4
271.984,7577369,1,1,96.1,0,0,3618,3079,-539,0,4
272.084,7577469,1,1,96.1,0,0,3618,3079,-539,0,4
272.184,7577569,1,1,96.1,0,0,3618,3079,-539,0,4
272.284,7577669,1,1,96.1,0,0,3618,3079,-539,0,4
272.383,7577769,1,1,96.1,0,0,3618,3079,-539,0,4
272.485,7577869,1,1,96.1,0,0,3618,3079,-539,0,4
272.583,7577969,1,1,96.1,0,0,3618,3079,-539,0,4
272.684,7578069,1,1,96.1,0,0,3618,3079,-539,0,4
272.784,7578169,1,1,96.1,0,0,3618,3079,-539,0,4
272.884,7578269,1,1,96.1,0,0,3618,3079,-539,0,4
272.984,7578369,1,1,96.1,0,0,3618,3079,-539,0,4
273.084,7578469,1,1,96.1,0,0,3618,3079,-539,0,4
273.186,7578569,1,1,96.1,0,0,3618,3079,-539,0,4
273.284,7578669,1,1,96.1,0,0,3618,3079,-539,0,4
273.384,7578769,1,1,96.1,0,0,3618,3079,-539,0,4
273.496,7578881,1,1,96.1,0,0,3618,3079,-539,0,4
273.584,7578969,1,1,96.1,0,0,3618,3079,-539,0,4
273.684,7579069,1,1,96.1,0,0,3618,3079,-539,0,4
273.783,7579169,1,1,96.1,0,0,3618,3079,-539,0,4
273.884,7579269,1,1,96.1,0,0,3618,3079,-539,0,4
273.985,7579369,1,1,96.1,0,0,3618,3079,-539,0,4
274.084,7579469,1,1,96.1,0,0,3618,3079,-539,0,4
274.185,7579569,1,1,96.1,0,0,3618,3079,-539,0,4
274.285,7579669,1,1,96.1,0,0,3618,3079,-539,0,4
274.384,7579769,1,1,96.1,0,0,3618,3079,-539,0,4
274.485,7579869,1,1,96.1,0,0,3618,3079,-539,0,4
274.583,7579969,1,1,96.1,0,0,3618,3079,-539,0,4
274.684,7580069,1,1,96.1,0,0,3618,3079,-539,0,4
274.784,7580169,1,1,96.1,0,0,3618,3079,-539,0,4
274.884,7580269,1,1,96.1,0,0,3618,3079,-539,0,4
274.984,7580369,1,1,96.1,0,0,3618,3079,-539,0,4
275.084,7580469,1,1,96.1,0,0,3618,3079,-539,0,4
275.184,7580569,1,1,96.1,0,0,3618,3079,-539,0,4
275.284,7580669,1,1,96.1,0,0,3618,3079,-539,0,4
275.383,7580769,1,1,96.1,0,0,3618,3079,-539,0,4
275.496,7580881,1,1,96.1,0,0,3618,3079,-539,0,4
275.584,7580969,1,1,96.1,0,0,3618,3079,-539,0,4
275.686,7581069,1,1,96.1,0,0,3618,3079,-539,0,4
275.784,7581169,1,1,96.1,0,0,3618,3079,-539,0,4
275.883,7581269,1,1,96.1,0,0,3618,3079,-539,0,4
275.984,7581369,1,1,96.1,0,0,3618,3079,-539,0,4
276.083,7581469,1,1,96.1,0,0,3618,3079,-539,0,4
276.184,7581569,1,1,96.1,0,0,3618,3079,-539,0,4
276.284,7581669,1,1,96.1,0,0,3618,3079,-539,0,4
276.384,7581769,1,1,96.1,0,0,3618,3079,-539,0,4
276.484,7581869,1,1,96.1,0,0,3617,3079,-538,0,4
276.584,7581969,1,1,96.1,0,0,3617,3079,-538,0,4
276.683,7582069,1,1,96.1,0,0,3617,3079,-538,0,4
276.784,7582169,1,1,96.1,0,0,3617,3079,-538,0,4
276.883,7582269,1,1,96.1,0,0,3617,3079,-538,0,4
276.983,7582369,1,1,96.1,0,0,3617,3079,-538,0,4
277.084,7582469,1,1,96.1,0,0,3618,3079,-539,0,4
277.184,7582569,1,1,96.1,0,0,3618,3079,-539,0,4
277.285,7582669,1,1,96.1,0,0,3618,3079,-539,0,4
277.383,7582769,1,1,96.1,0,0,3618,3079,-539,0,4
277.497,7582881,1,1,96.1,0,0,3618,3079,-539,0,4
277.584,7582969,1,1,96.1,0,0,3618,3079,-539,0,4
277.684,7583069,1,1,96.1,0,0,3618,3079,-539,0,4
277.783,7583169,1,1,96.1,0,0,3618,3079,-539,0,4
277.883,7583269,1,1,96.1,0,0,3618,3079,-539,0,4
277.985,7583369,1,1,96.1,0,0,3618,3079,-539,0,4
278.099,7583469,1,1,96.1,0,0,3618,3079,-539,0,4
278.184,7583569,1,1,96.1,0,0,3618,3079,-539,0,4
278.284,7583669,1,1,96.1,0,0,3618,3079,-539,0,4
278.383,7583769,1,1,96.1,0,0,3618,3079,-539,0,4
278.484,7583869,1,1,96.1,0,0,3618,3079,-539,0,4
278.584,7583969,1,1,96.1,0,0,3618,3079,-539,0,4
278.684,7584069,1,1,96.1,0,0,3618,3079,-539,0,4
278.785,7584169,1,1,96.1,0,0,3618,3079,-539,0,4
278.886,7584269,1,1,96.1,0,0,3618,3079,-539,0,4
278.985,7584369,1,1,96.1,0,0,3618,3079,-539,0,4
279.083,7584469,1,1,96.1,0,0,3618,3079,-539,0,4
279.184,7584569,1,1,96.1,0,0,3618,3079,-539,0,4
279.285,7584669,1,1,96.1,0,0,3618,3079,-539,0,4
279.383,7584769,1,1,96.1,0,0,3618,3079,-539,0,4
279.496,7584881,1,1,96.1,0,0,3618,3079,-539,0,4
279.585,7584969,1,1,96.1,0,0,3618,3079,-539,0,4
279.684,7585069,1,1,96.1,0,0,3618,3079,-539,0,4
279.784,7585169,1,1,96.1,0,0,3618,3079,-539,0,4
279.883,7585269,1,1,96.1,0,0,3618,3079,-539,0,4
279.983,7585369,1,1,96.1,0,0,3618,3079,-539,0,4
280.084,7585469,1,1,96.1,0,0,3618,3079,-539,0,4
280.183,7585569,1,1,96.1,0,0,3618,3079,-539,0,4
280.284,7585669,1,1,96.1,0,0,3618,3079,-539,0,4
280.383,7585769,1,1,96.1,0,0,3618,3079,-539,0,4
280.484,7585869,1,1,96.1,0,0,3618,3079,-539,0,4
280.584,7585969,1,1,96.1,0,0,3618,3079,-539,0,4
280.683,7586069,1,1,96.1,0,0,3618,3079,-539,0,4
280.784,7586169,1,1,96.1,0,0,3618,3079,-539,0,4
280.883,7586269,1,1,96.1,0,0,3618,3079,-539,0,4
280.985,7586369,1,1,96.1,0,0,3618,3079,-539,0,4
281.083,7586469,1,1,96.1,0,0,3618,3079,-539,0,4
281.184,7586569,1,1,96.1,0,0,3618,3079,-539,0,4
281.284,7586669,1,1,96.1,0,0,3618,3079,-539,0,4
281.384,7586769,1,1,96.1,0,0,3618,3079,-539,0,4
281.495,7586881,1,1,96.1,0,0,3618,3079,-539,0,4
281.584,7586969,1,1,96.1,0,0,3618,3079,-539,0,4
281.683,7587069,1,1,96.1,0,0,3618,3079,-539,0,4
281.784,7587169,1,1,96.1,0,0,3618,3079,-539,0,4
281.884,7587269,1,1,96.1,0,0,3618,3079,-539,0,4
281.983,7587369,1,1,96.1,0,0,3618,3079,-539,0,4
282.083,7587469,1,1,96.1,0,0,3618,3079,-539,0,4
282.183,7587569,1,1,96.1,0,0,3618,3079,-539,0,4
282.283,7587669,1,1,96.1,0,0,3618,3079,-539,0,4
282.383,7587769,1,1,96.1,0,0,3618,3079,-539,0,4
282.483,7587869,1,1,96.1,0,0,3618,3079,-539,0,4
282.585,7587969,1,1,96.1,0,0,3617,3079,-538,0,4
282.683,7588069,1,1,96.1,0,0,3617,3079,-538,0,4
282.783,7588169,1,1,96.1,0,0,3617,3079,-538,0,4
282.883,7588269,1,1,96.1,0,0,3617,3079,-538,0,4
282.983,7588369,1,1,96.1,0,0,3617,3079,-538,0,4
283.083,7588469,1,1,96.1,0,0,3617,3079,-538,0,4
283.183,7588569,1,1,96.1,0,0,3617,3079,-538,0,4
283.284,7588669,1,1,96.1,0,0,3617,3079,-538,0,4
283.384,7588769,1,1,96.1,0,0,3617,3079,-538,0,4
283.496,7588881,1,1,96.1,0,0,3617,3079,-538,0,4
283.584,7588969,1,1,96.1,0,0,3617,3079,-538,0,4
283.683,7589069,1,1,96.1,0,0,3617,3079,-538,0,4
283.784,7589169,1,1,96.1,0,0,3617,3079,-538,0,4
283.883,7589269,1,1,96.1,0,0,3617,3079,-538,0,4
283.984,7589369,1,1,96.1,0,0,3617,3079,-538,0,4
284.084,7589469,1,1,96.1,0,0,3617,3079,-538,0,4
284.183,7589569,1,1,96.1,0,0,3617,3079,-538,0,4
284.283,7589669,1,1,96.1,0,0,3617,3079,-538,0,4
284.383,7589769,1,1,96.1,0,0,3617,3079,-538,0,4
284.484,7589869,1,1,96.1,0,0,3617,3079,-538,0,4
284.583,7589969,1,1,96.1,0,0,3617,3079,-538,0,4
284.683,7590069,1,1,96.1,0,0,3617,3079,-538,0,4
284.783,7590169,1,1,96.1,0,0,3617,3079,-538,0,4
284.883,7590269,1,1,96.1,0,0,3617,3079,-538,0,4
284.984,7590369,1,1,96.1,0,0,3617,3079,-538,0,4
285.085,7590469,1,1,96.1,0,0,3617,3079,-538,0,4
285.183,7590569,1,1,96.1,0,0,3617,3079,-538,0,4
285.283,7590669,1,1,96.1,0,0,3617,3079,-538,0,4
